network_id,user_id,meta_user_id,event_name,controller,action,client_name,user_agent_name,user_agent_version,continent,country,d28_events,d14_events,d7_events,d1_events
1,6,6,engagement,api/v1/messages,in_group,Web,chrome,18.0,North America,United States,2,2,2,0
1,6,6,engagement,api/v1/messages,in_thread,Web,chrome,17.0,North America,United States,10,5,1,0
1,6,6,engagement,api/v1/messages,in_thread,Web,chrome,18.0,North America,United States,5,5,5,2
1,6,6,engagement,api/v1/messages,in_thread,iPad,yammer_mobile,4.2,North America,United States,6,0,0,0
1,6,6,engagement,api/v1/messages,in_thread,iPhone,yammer_mobile,4.2,North America,United States,72,40,15,5
1,6,6,engagement,api/v1/messages,last_seen,Web,chrome,17.0,North America,United States,174,66,13,0
1,6,6,engagement,api/v1/messages,last_seen,Web,chrome,18.0,North America,United States,47,47,47,19
1,6,6,engagement,api/v1/messages,last_seen_in_general,Web,chrome,18.0,North America,United States,1,1,1,0
1,6,6,engagement,api/v1/messages,liked_by,Web,chrome,17.0,North America,United States,19,3,1,0
1,6,6,engagement,api/v1/messages,liked_by,Web,chrome,18.0,North America,United States,2,2,2,0
1,6,6,engagement,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,6,3,0,0
1,6,6,engagement,api/v1/messages,my_all,Web,chrome,17.0,North America,United States,2,1,0,0
1,6,6,engagement,api/v1/messages,my_all,Web,chrome,18.0,North America,United States,1,1,1,0
1,6,6,engagement,api/v1/messages,my_feed,iPhone,yammer_mobile,4.2,North America,United States,209,187,90,23
1,6,6,engagement,api/v1/messages,private,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,engagement,api/v1/search,search_tabs,Web,chrome,17.0,North America,United States,2,1,0,0
1,6,6,engagement,api/v1/streams,index_activities,Web,chrome,17.0,North America,United States,28,10,2,0
1,6,6,engagement,api/v1/streams,index_activities,Web,chrome,18.0,North America,United States,13,13,13,2
1,6,6,engagement,api/v1/streams,index_notifications,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,6,6,engagement,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,15,10,6,1
1,6,6,engagement,api/v1/subscriptions,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,engagement,api/v1/threads,show,Web,chrome,17.0,North America,United States,11,5,2,0
1,6,6,engagement,api/v1/threads,show,Web,chrome,18.0,North America,United States,1,1,1,0
1,6,6,engagement,api/v1/uploaded_files,download,Web,chrome,17.0,North America,United States,1,0,0,0
1,6,6,engagement,api/v1/uploaded_files,preview,Web,chrome,17.0,North America,United States,8,4,1,0
1,6,6,engagement,api/v1/uploaded_files,preview,Web,chrome,18.0,North America,United States,1,1,1,0
1,6,6,engagement,api/v1/uploaded_files,preview,Web,yammer_mobile,4.2,North America,United States,2,2,0,0
1,6,6,engagement,api/v1/uploaded_files,show_one,Web,chrome,17.0,North America,United States,2,0,0,0
1,6,6,engagement,api/v1/uploaded_files,thumbnail,Web,chrome,17.0,North America,United States,31,15,1,0
1,6,6,engagement,api/v1/uploaded_files,thumbnail,Web,chrome,18.0,North America,United States,11,11,11,0
1,6,6,engagement,api/v1/users,show,Web,chrome,17.0,North America,United States,12,2,0,0
1,6,6,engagement,api/v1/users,show,Web,chrome,18.0,North America,United States,6,6,6,2
1,6,6,engagement,api/v1/users,show,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,engagement,groups,show,Web,chrome,17.0,North America,United States,2,1,0,0
1,6,6,engagement,groups,show,Web,chrome,18.0,North America,United States,1,1,1,0
1,6,6,engagement,home,index,Web,chrome,17.0,North America,United States,24,7,0,0
1,6,6,engagement,home,index,Web,chrome,18.0,North America,United States,9,9,9,2
1,6,6,engagement,open_graph_objects,show,Web,chrome,17.0,North America,United States,1,1,0,0
1,6,6,engagement,open_graph_objects,show,Web,chrome,18.0,North America,United States,1,1,1,1
1,6,6,engagement,partials,show,Web,chrome,17.0,North America,United States,17,17,2,0
1,6,6,engagement,partials,show,Web,chrome,18.0,North America,United States,18,18,18,2
1,6,6,engagement,search,index,Web,chrome,17.0,North America,United States,2,1,0,0
1,6,6,engagement,users,show,Web,chrome,17.0,North America,United States,5,1,0,0
1,6,6,engagement,users,show,Web,chrome,18.0,North America,United States,4,4,4,1
1,6,6,feed_page_load,api/v1/messages,algo,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,follow,api/v1/subscriptions,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,marked_message_creation,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,6,3,0,0
1,6,6,message_creation,api/v1/messages,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,6,6,message_creation,api/v1/messages,create,iPhone,yammer_mobile,4.2,North America,United States,18,10,6,2
1,6,6,message_feed_deliver,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,6,3,0,0
1,6,6,notifications_fetch,api/v1/streams,index_notifications,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,6,6,notifications_fetch,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,34,27,18,10
1,12,460862,email_open,beacon,email_open,Web,unknown,unknown,North America,United States,10,1,0,0
1,12,460862,engagement,api/v1/feed_clients,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/groups,index,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/messages,algo,Web,safari,5.1,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/messages,algo,iPad,yammer_mobile,4.2,North America,United States,8,0,0,0
1,12,460862,engagement,api/v1/messages,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/messages,following,Web,safari,5.1,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/messages,in_thread,Web,safari,5.1,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/messages,in_thread,iPad,yammer_mobile,4.2,North America,United States,15,0,0,0
1,12,460862,engagement,api/v1/messages,last_seen_in_thread,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,12,460862,engagement,api/v1/messages,private,iPad,yammer_mobile,4.2,North America,United States,3,0,0,0
1,12,460862,engagement,api/v1/streams,index_notifications,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,12,460862,engagement,api/v1/threads,show,Web,safari,5.1,North America,United States,1,0,0,0
1,12,460862,engagement,api/v1/threads,show,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,12,460862,engagement,api/v1/users,show,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,12,460862,engagement,home,index,Web,safari,5.1,North America,United States,2,0,0,0
1,12,460862,engagement,messages,show,Web,safari,5.1,North America,United States,1,0,0,0
1,12,460862,feed_page_load,api/v1/messages,algo,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,12,460862,message_creation,api/v1/messages,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,12,460862,notifications_fetch,api/v1/streams,index_notifications,iPad,yammer_mobile,4.2,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/feed_clients,create,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/feed_clients,create,iPhone,yammer_mobile,4.2,North America,United States,11,4,1,0
1,13,13,engagement,api/v1/groups,index,iPad,yammer_mobile,4.2,North America,United States,2,0,0,0
1,13,13,engagement,api/v1/groups,index,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,about_page,Web,chrome,17.0,North America,United States,5,0,0,0
1,13,13,engagement,api/v1/messages,about_topic,Web,safari,5.1,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,algo,Web,chrome,17.0,North America,United States,10,2,2,0
1,13,13,engagement,api/v1/messages,algo,Web,safari,5.1,North America,United States,30,3,1,0
1,13,13,engagement,api/v1/messages,algo,iPhone,yammer_mobile,4.2,North America,United States,69,33,9,5
1,13,13,engagement,api/v1/messages,create,Web,chrome,17.0,North America,United States,7,0,0,0
1,13,13,engagement,api/v1/messages,create,Web,safari,5.1,North America,United States,30,5,0,0
1,13,13,engagement,api/v1/messages,create,iPhone,yammer_mobile,4.2,North America,United States,2,1,0,0
1,13,13,engagement,api/v1/messages,following,Web,chrome,17.0,North America,United States,13,4,4,0
1,13,13,engagement,api/v1/messages,following,Web,safari,5.1,North America,United States,38,4,1,0
1,13,13,engagement,api/v1/messages,from_user,Web,safari,5.1,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/messages,general,Web,chrome,17.0,North America,United States,2,0,0,0
1,13,13,engagement,api/v1/messages,general,Web,safari,5.1,North America,United States,2,0,0,0
1,13,13,engagement,api/v1/messages,general,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,in_group,Web,chrome,17.0,North America,United States,6,0,0,0
1,13,13,engagement,api/v1/messages,in_group,Web,safari,5.1,North America,United States,10,0,0,0
1,13,13,engagement,api/v1/messages,in_group,iPad,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,in_group,iPhone,yammer_mobile,4.2,North America,United States,2,0,0,0
1,13,13,engagement,api/v1/messages,in_thread,Web,chrome,17.0,North America,United States,8,0,0,0
1,13,13,engagement,api/v1/messages,in_thread,Web,safari,5.1,North America,United States,6,2,0,0
1,13,13,engagement,api/v1/messages,in_thread,iPad,yammer_mobile,4.2,North America,United States,4,0,0,0
1,13,13,engagement,api/v1/messages,in_thread,iPhone,yammer_mobile,4.2,North America,United States,25,10,2,0
1,13,13,engagement,api/v1/messages,last_seen,Web,chrome,17.0,North America,United States,21,5,5,0
1,13,13,engagement,api/v1/messages,last_seen,Web,safari,5.1,North America,United States,111,32,2,0
1,13,13,engagement,api/v1/messages,liked_by,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,liked_by,Web,safari,5.1,North America,United States,8,1,0,0
1,13,13,engagement,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/messages,my_feed,iPad,yammer_mobile,4.2,North America,United States,7,0,0,0
1,13,13,engagement,api/v1/messages,private,Web,chrome,17.0,North America,United States,1,1,1,0
1,13,13,engagement,api/v1/messages,private,Web,safari,5.1,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/messages,private,iPhone,yammer_mobile,4.2,North America,United States,4,0,0,0
1,13,13,engagement,api/v1/pages,publish,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/pages,recently_accessed,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/streams,index_activities,Web,chrome,17.0,North America,United States,13,4,4,0
1,13,13,engagement,api/v1/streams,index_activities,Web,safari,5.1,North America,United States,37,4,1,0
1,13,13,engagement,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,4,1,0,0
1,13,13,engagement,api/v1/subscriptions,create,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/threads,show,Web,chrome,17.0,North America,United States,2,0,0,0
1,13,13,engagement,api/v1/threads,show,Web,safari,5.1,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/threads,show,iPhone,yammer_mobile,4.2,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/uploaded_files,thumbnail,Web,chrome,17.0,North America,United States,3,0,0,0
1,13,13,engagement,api/v1/uploaded_files,thumbnail,Web,safari,5.1,North America,United States,14,6,4,0
1,13,13,engagement,api/v1/users,show,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,api/v1/users,show,Web,safari,5.1,North America,United States,6,0,0,0
1,13,13,engagement,api/v1/users,show,iPhone,yammer_mobile,4.2,North America,United States,2,0,0,0
1,13,13,engagement,apps,index,Web,safari,5.1,North America,United States,1,0,0,0
1,13,13,engagement,groups,company,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,groups,company,Web,safari,5.1,North America,United States,2,0,0,0
1,13,13,engagement,groups,show,Web,chrome,17.0,North America,United States,3,0,0,0
1,13,13,engagement,groups,show,Web,safari,5.1,North America,United States,5,0,0,0
1,13,13,engagement,home,index,Web,chrome,17.0,North America,United States,9,2,2,0
1,13,13,engagement,home,index,Web,safari,5.1,North America,United States,31,3,1,0
1,13,13,engagement,leaderboards,index,Web,safari,5.1,North America,United States,1,0,0,0
1,13,13,engagement,pages,edit,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,pages,index,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,pages,preview,Web,chrome,17.0,North America,United States,2,0,0,0
1,13,13,engagement,pages,show,Web,chrome,17.0,North America,United States,4,0,0,0
1,13,13,engagement,partials,show,Web,chrome,17.0,North America,United States,4,4,4,0
1,13,13,engagement,partials,show,Web,safari,5.1,North America,United States,3,3,1,0
1,13,13,engagement,topics,show,Web,safari,5.1,North America,United States,1,0,0,0
1,13,13,engagement,tr8n/language,select,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,tr8n/language,switch,Web,chrome,17.0,North America,United States,5,0,0,0
1,13,13,engagement,tr8n/language,switch,Web,safari,5.1,North America,United States,2,0,0,0
1,13,13,engagement,tr8n/language,translator,Web,chrome,17.0,North America,United States,6,0,0,0
1,13,13,engagement,tr8n/phrases,index,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,tr8n/phrases,view,Web,chrome,17.0,North America,United States,1,0,0,0
1,13,13,engagement,tr8n/translations,index,Web,chrome,17.0,North America,United States,2,0,0,0
1,13,13,engagement,users,show,Web,safari,5.1,North America,United States,3,0,0,0
1,13,13,feed_page_load,api/v1/messages,algo,iPhone,yammer_mobile,4.2,North America,United States,2,0,0,0
1,13,13,follow,api/v1/subscriptions,create,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,marked_message_creation,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,message_creation,api/v1/messages,create,iPhone,yammer_mobile,4.2,North America,United States,2,1,0,0
1,13,13,message_feed_deliver,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,13,13,notifications_fetch,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,5,2,0,0
1,16,59523,engagement,api/v1/feed_clients,create,iPhone,yammer_mobile,4.2,North America,United States,15,8,4,1
1,16,59523,engagement,api/v1/groups,index,iPhone,yammer_mobile,4.2,North America,United States,2,1,1,0
1,16,59523,engagement,api/v1/messages,about_page,Web,safari,5.1,North America,United States,2,0,0,0
1,16,59523,engagement,api/v1/messages,algo,iPhone,yammer_mobile,4.2,North America,United States,106,0,0,0
1,16,59523,engagement,api/v1/messages,create,Web,safari,5.1,North America,United States,42,13,2,0
1,16,59523,engagement,api/v1/messages,create,Web,unknown,unknown,North America,United States,6,6,0,0
1,16,59523,engagement,api/v1/messages,create,iPhone,yammer_mobile,4.2,North America,United States,28,17,9,0
1,16,59523,engagement,api/v1/messages,destroy,Web,safari,5.1,North America,United States,1,1,0,0
1,16,59523,engagement,api/v1/messages,following,Web,safari,5.1,North America,United States,176,86,12,0
1,16,59523,engagement,api/v1/messages,following,Web,unknown,unknown,North America,United States,2,2,0,0
1,16,59523,engagement,api/v1/messages,from_user,Web,safari,5.1,North America,United States,1,1,1,0
1,16,59523,engagement,api/v1/messages,in_group,Web,safari,5.1,North America,United States,2,0,0,0
1,16,59523,engagement,api/v1/messages,in_group,iPhone,yammer_mobile,4.2,North America,United States,3,0,0,0
1,16,59523,engagement,api/v1/messages,in_thread,Web,safari,5.1,North America,United States,27,10,2,0
1,16,59523,engagement,api/v1/messages,in_thread,Web,unknown,unknown,North America,United States,1,1,0,0
1,16,59523,engagement,api/v1/messages,in_thread,iPhone,yammer_mobile,4.2,North America,United States,81,36,15,3
1,16,59523,engagement,api/v1/messages,last_seen,Web,safari,5.1,North America,United States,106,51,10,0
1,16,59523,engagement,api/v1/messages,last_seen,Web,unknown,unknown,North America,United States,6,6,0,0
1,16,59523,engagement,api/v1/messages,liked_by,Web,safari,5.1,North America,United States,4,0,0,0
1,16,59523,engagement,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,1,1,1
1,16,59523,engagement,api/v1/messages,my_feed,iPhone,yammer_mobile,4.2,North America,United States,147,132,49,2
1,16,59523,engagement,api/v1/messages,private,iPhone,yammer_mobile,4.2,North America,United States,12,0,0,0
1,16,59523,engagement,api/v1/pages,recently_accessed,Web,safari,5.1,North America,United States,1,0,0,0
1,16,59523,engagement,api/v1/search,search_tabs,Web,safari,5.1,North America,United States,4,2,0,0
1,16,59523,engagement,api/v1/streams,index_activities,Web,safari,5.1,North America,United States,79,38,6,0
1,16,59523,engagement,api/v1/streams,index_activities,Web,unknown,unknown,North America,United States,1,1,0,0
1,16,59523,engagement,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,28,16,6,1
1,16,59523,engagement,api/v1/subscriptions,create,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,16,59523,engagement,api/v1/threads,show,Web,safari,5.1,North America,United States,8,1,0,0
1,16,59523,engagement,api/v1/threads,show,iPhone,yammer_mobile,4.2,North America,United States,12,0,0,0
1,16,59523,engagement,api/v1/uploaded_files,thumbnail,Web,safari,5.1,North America,United States,42,26,2,0
1,16,59523,engagement,api/v1/uploaded_files,thumbnail,Web,unknown,unknown,North America,United States,1,1,0,0
1,16,59523,engagement,api/v1/users,show,iPhone,yammer_mobile,4.2,North America,United States,2,0,0,0
1,16,59523,engagement,groups,show,Web,safari,5.1,North America,United States,1,0,0,0
1,16,59523,engagement,home,index,Web,safari,5.1,North America,United States,107,50,6,0
1,16,59523,engagement,home,index,Web,unknown,unknown,North America,United States,1,1,0,0
1,16,59523,engagement,open_graph_objects,show,Web,safari,5.1,North America,United States,2,2,0,0
1,16,59523,engagement,pages,index,Web,safari,5.1,North America,United States,1,0,0,0
1,16,59523,engagement,pages,show,Web,safari,5.1,North America,United States,1,0,0,0
1,16,59523,engagement,partials,show,Web,safari,5.1,North America,United States,38,38,6,0
1,16,59523,engagement,partials,show,Web,unknown,unknown,North America,United States,1,1,0,0
1,16,59523,engagement,search,index,Web,safari,5.1,North America,United States,4,2,0,0
1,16,59523,engagement,suggestions,destroy,Web,safari,5.1,North America,United States,1,1,1,0
1,16,59523,engagement,users,show,Web,safari,5.1,North America,United States,1,1,1,0
1,16,59523,feed_page_load,api/v1/messages,algo,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,16,59523,feed_page_load,api/v1/messages,private,iPhone,yammer_mobile,4.2,North America,United States,6,0,0,0
1,16,59523,follow,api/v1/subscriptions,create,iPhone,yammer_mobile,4.2,North America,United States,1,0,0,0
1,16,59523,marked_message_creation,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,1,1,1
1,16,59523,message_creation,api/v1/messages,create,iPhone,yammer_mobile,4.2,North America,United States,28,17,9,0
1,16,59523,message_feed_deliver,api/v1/messages,liked_by,iPhone,yammer_mobile,4.2,North America,United States,1,1,1,1
1,16,59523,notifications_fetch,api/v1/streams,index_notifications,iPhone,yammer_mobile,4.2,North America,United States,78,40,14,2
1,16,59523,notifications_fetch,api/v1/streams,index_notifications,yammerbot,apache_http_client,4.0,North America,United States,275,1,1,0
1,18,18,engagement,api/v1/messages,algo,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/messages,algo,Web,firefox,10.0,North America,United States,13,0,0,0
1,18,18,engagement,api/v1/messages,algo,Web,firefox,11.0,North America,United States,21,20,12,0
1,18,18,engagement,api/v1/messages,create,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/messages,create,Web,firefox,10.0,North America,United States,10,0,0,0
1,18,18,engagement,api/v1/messages,create,Web,firefox,11.0,North America,United States,8,8,4,0
1,18,18,engagement,api/v1/messages,following,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/messages,following,Web,firefox,10.0,North America,United States,13,0,0,0
1,18,18,engagement,api/v1/messages,following,Web,firefox,11.0,North America,United States,21,20,12,0
1,18,18,engagement,api/v1/messages,from_user,Web,firefox,10.0,North America,United States,19,0,0,0
1,18,18,engagement,api/v1/messages,from_user,Web,firefox,11.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/messages,in_group,Web,chrome,17.0,North America,United States,2,2,0,0
1,18,18,engagement,api/v1/messages,in_group,Web,firefox,10.0,North America,United States,4,0,0,0
1,18,18,engagement,api/v1/messages,in_group,Web,firefox,11.0,North America,United States,14,14,6,0
1,18,18,engagement,api/v1/messages,in_thread,Web,firefox,10.0,North America,United States,8,0,0,0
1,18,18,engagement,api/v1/messages,in_thread,Web,firefox,11.0,North America,United States,5,5,2,0
1,18,18,engagement,api/v1/messages,last_seen,Web,chrome,17.0,North America,United States,3,3,0,0
1,18,18,engagement,api/v1/messages,last_seen,Web,firefox,10.0,North America,United States,38,0,0,0
1,18,18,engagement,api/v1/messages,last_seen,Web,firefox,11.0,North America,United States,45,44,26,4
1,18,18,engagement,api/v1/messages,last_seen_in_thread,Web,firefox,10.0,North America,United States,3,0,0,0
1,18,18,engagement,api/v1/messages,liked_by,Web,firefox,10.0,North America,United States,3,0,0,0
1,18,18,engagement,api/v1/messages,liked_by,Web,firefox,11.0,North America,United States,1,1,1,0
1,18,18,engagement,api/v1/messages,private,Web,firefox,10.0,North America,United States,4,0,0,0
1,18,18,engagement,api/v1/search,search_tabs,Web,firefox,10.0,North America,United States,1,0,0,0
1,18,18,engagement,api/v1/streams,index_activities,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/streams,index_activities,Web,firefox,10.0,North America,United States,13,0,0,0
1,18,18,engagement,api/v1/streams,index_activities,Web,firefox,11.0,North America,United States,21,20,12,0
1,18,18,engagement,api/v1/threads,show,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/threads,show,Web,firefox,10.0,North America,United States,107,0,0,0
1,18,18,engagement,api/v1/threads,show,Web,firefox,11.0,North America,United States,4,4,3,0
1,18,18,engagement,api/v1/uploaded_files,thumbnail,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,api/v1/uploaded_files,thumbnail,Web,firefox,10.0,North America,United States,19,0,0,0
1,18,18,engagement,api/v1/uploaded_files,thumbnail,Web,firefox,11.0,North America,United States,5,5,0,0
1,18,18,engagement,api/v1/users,show,Web,firefox,10.0,North America,United States,26,0,0,0
1,18,18,engagement,group_members,index,Web,firefox,11.0,North America,United States,1,1,1,0
1,18,18,engagement,groups,show,Web,firefox,10.0,North America,United States,2,0,0,0
1,18,18,engagement,groups,show,Web,firefox,11.0,North America,United States,2,2,1,0
1,18,18,engagement,home,index,Web,chrome,17.0,North America,United States,1,1,0,0
1,18,18,engagement,home,index,Web,firefox,10.0,North America,United States,15,0,0,0
1,18,18,engagement,home,index,Web,firefox,11.0,North America,United States,21,21,13,0
1,18,18,engagement,open_graph_objects,proxy,Web,firefox,11.0,North America,United States,2,2,0,0
1,18,18,engagement,partials,show,Web,chrome,17.0,North America,United States,3,3,0,0
1,18,18,engagement,partials,show,Web,firefox,11.0,North America,United States,29,29,18,0
1,18,18,engagement,search,index,Web,firefox,10.0,North America,United States,1,0,0,0
1,18,18,engagement,users,index,Web,firefox,10.0,North America,United States,3,0,0,0
1,18,18,engagement,users,show,Web,firefox,10.0,North America,United States,14,0,0,0
1,18,18,engagement,users,show,Web,firefox,11.0,North America,United States,1,1,0,0
1,25,25,engagement,api/v1/feed_clients,create,Android,yammer_mobile,2.4,North America,United States,45,20,8,2
1,25,25,engagement,api/v1/messages,about_file,Web,firefox,3.6,North America,United States,1,1,1,1
1,25,25,engagement,api/v1/messages,about_page,Web,firefox,3.6,North America,United States,19,0,0,0
1,25,25,engagement,api/v1/messages,algo,Web,chrome,17.0,North America,United States,2,0,0,0
1,25,25,engagement,api/v1/messages,algo,Web,firefox,3.6,North America,United States,67,29,17,3
1,25,25,engagement,api/v1/messages,create,Android,yammer_mobile,2.3,North America,United States,1,0,0,0
1,25,25,engagement,api/v1/messages,create,Android,yammer_mobile,2.4,North America,United States,4,1,1,0
1,25,25,engagement,api/v1/messages,create,Web,chrome,17.0,North America,United States,1,0,0,0
1,25,25,engagement,api/v1/messages,create,Web,firefox,3.6,North America,United States,145,66,40,17
1,25,25,engagement,api/v1/messages,destroy,Web,firefox,3.6,North America,United States,1,1,1,0
1,25,25,engagement,api/v1/messages,following,Web,chrome,17.0,North America,United States,2,0,0,0
1,25,25,engagement,api/v1/messages,following,Web,firefox,3.6,North America,United States,64,26,14,3
1,25,25,engagement,api/v1/messages,in_group,Web,firefox,3.6,North America,United States,4,4,4,0
1,25,25,engagement,api/v1/messages,in_thread,Android,yammer_mobile,2.3,North America,United States,3,0,0,0
1,25,25,engagement,api/v1/messages,in_thread,Android,yammer_mobile,2.4,North America,United States,6,1,1,0
1,25,25,engagement,api/v1/messages,in_thread,Web,chrome,17.0,North America,United States,2,0,0,0
1,25,25,engagement,api/v1/messages,in_thread,Web,firefox,3.6,North America,United States,27,17,5,4
1,25,25,engagement,api/v1/messages,last_seen,Web,chrome,17.0,North America,United States,2,0,0,0
1,25,25,engagement,api/v1/messages,last_seen,Web,firefox,3.6,North America,United States,274,152,91,27
1,25,25,engagement,api/v1/messages,last_seen_in_thread,Android,yammer_mobile,2.3,North America,United States,4,0,0,0
1,25,25,engagement,api/v1/messages,last_seen_in_thread,Android,yammer_mobile,2.4,North America,United States,16,2,2,0
1,25,25,engagement,api/v1/messages,liked_by,Web,firefox,3.6,North America,United States,4,0,0,0
